Locality,Supply,Median_Price,Mean_Price,Price_Per_SqFt,Median_Area,Avg_BHK,Dominant_Type
"Radhe Govind Galaxy, Naroda, Ahmedabad",2,31.5,31.5,3146.465,1000.0,2.0,Apartment
"Radhe skyline, Sanand, Ahmedabad",9,46.0,49.888888888888886,5200.0,1000.0,2.2222222222222223,Apartment
"Radhekrishna Shubh Green, Tragad, Ahmedabad",2,102.5,102.5,3997.29,2767.5,3.0,Apartment
"Radheshyam Residency, Ahmedabad",1,45.0,45.0,3472.22,1296.0,2.0,Apartment
"Radheshyam Residency, Nikol, Ahmedabad",1,56.0,56.0,5702.65,982.0,2.0,Apartment
"Radhey Flats, Usmanpura, Ahmedabad",1,85.0,85.0,9550.56,890.0,3.0,Apartment
"Radhey Residency, Hathijan, Ahmedabad",3,20.0,21.333333333333332,2699.9,891.0,1.3333333333333333,Apartment
"Radiance Residency, Motera, Ahmedabad",1,80.0,80.0,6083.65,1315.0,2.0,Villa/Bungalow
"Raghuleela Residency, Vastral, Ahmedabad",1,61.0,61.0,3873.02,1575.0,3.0,Apartment
"Raikhad, Ahmedabad",1,20.0,20.0,3418.8,585.0,1.0,Apartment
"Raipur, Khadia, Ahmedabad",1,20.0,20.0,3418.8,585.0,1.0,Apartment
"Raj Hills, Nikol, Ahmedabad",1,97.0,97.0,4685.99,2070.0,3.0,Apartment
"Raj Hir Asha Sky, Science City Road, Ahmedabad",1,125.0,125.0,11574.07,1080.0,3.0,Apartment
"Raj Sangath Palm, Chandkheda, Ahmedabad",1,131.0,131.0,10564.52,1240.0,3.0,Apartment
"RajYash Sahaj Solarium 2, Vasna, Ahmedabad",3,60.0,53.333333333333336,8888.89,675.0,1.6666666666666667,Apartment
"Rajshree Heights, CTM, Amraiwadi, Ahmedabad",4,52.5,50.75,4387.075000000001,1196.5,2.5,Apartment
"Rajshree Regalia, Gota, Ahmedabad",1,154.0,154.0,4753.09,3240.0,4.0,Apartment
"Rajvansh, Bodakdev, Ahmedabad",1,190.0,190.0,7307.69,2600.0,3.0,Apartment
"Rajvi Residency, Nikol, Ahmedabad",1,38.0,38.0,4222.22,900.0,2.0,Apartment
"Rajyash Reanand, Vasna, Ahmedabad",1,84.0,84.0,8888.89,945.0,3.0,Apartment
"Rajyash Reeva, Vasna, Ahmedabad",1,72.0,72.0,9600.0,750.0,3.0,Villa/Bungalow
"Rajyash Regius, Bhavya Park, Ahmedabad",1,127.0,127.0,9077.91,1399.0,3.0,Apartment
"Rajyash Regius, Bopal, Ahmedabad",7,210.0,210.0,7094.59,2960.0,4.0,Apartment
"Rajyash Regius, South Bopal, Bopal, Ahmedabad",2,187.0,187.0,7730.3949999999995,2537.0,4.0,Apartment
"Rajyash Reyansh, Vasna, Ahmedabad",1,55.0,55.0,10000.0,550.0,2.0,Apartment
"Rajyash Samarth Stanza, Shela, Ahmedabad",1,115.0,115.0,6052.63,1900.0,4.0,Apartment
"Ram Nagar Sabarmati, Ahmedabad",2,62.5,62.5,5228.76,1215.0,2.5,Apartment
"Rambagh, Ahmedabad",1,42.0,42.0,5490.2,765.0,2.0,Apartment
"Ramdev Nagar, Ahmedabad",1,225.0,225.0,9191.18,2448.0,4.0,Apartment
"Ramol Residency, Ramol, Amraiwadi, Ahmedabad",1,18.0,18.0,2380.95,756.0,1.0,Apartment
"Ramol, Amraiwadi, Ahmedabad",2,44.5,44.5,4134.22,1142.5,2.0,Apartment
"Ranchhodpura, Ahmedabad",1,63.0,63.0,6900.33,913.0,2.0,Apartment
"Ranip, Ahmedabad",1,55.0,55.0,6024.1,913.0,2.0,Plot
"Rashmi Pearl, Narolgam, Ahmedabad",1,35.0,35.0,2923.98,1197.0,2.0,Apartment
"Rashmi Platinum, Nana Chiloda, Ahmedabad",1,58.0,58.0,4202.9,1380.0,2.0,Apartment
"Rashmi Vihar, Narolgam, Ahmedabad",3,21.0,22.0,3230.77,650.0,1.6666666666666667,Apartment
"Ratanpura Gam, Ahmedabad",1,60.0,60.0,6109.98,982.0,2.0,Apartment
"Ratna Turquoise Blu, Shela, Ahmedabad",1,67.0,67.0,4407.89,1520.0,3.0,Apartment
"Ratnaakar Verte, South Bopal, Bopal, Ahmedabad",3,65.0,71.66666666666667,5485.23,1185.0,2.3333333333333335,Apartment
"Ratnam Aurum, Zundal, Ahmedabad",1,80.0,80.0,4336.04,1845.0,3.0,Apartment
"Ratnamani Panchmukhi Pride, Bopal, Ahmedabad",1,75.0,75.0,4601.23,1630.0,3.0,Apartment
"Ratnamani Trident Elanzza, Khodiyar, Ahmedabad",1,70.0,70.0,8750.0,800.0,3.0,Apartment
"Resset Good Earth, Ghuma, Ahmedabad",2,48.85,48.85,3932.49,1242.5,2.0,Apartment
"Rhythm Aura, South Bopal, Bopal, Ahmedabad",1,125.0,125.0,12913.22,968.0,3.0,Villa/Bungalow
"Richmond Grand, Prahlad Nagar, Ahmedabad",2,83.5,83.5,6073.835,1372.5,2.5,Apartment
"Riddhi Siddhi Parivar Homes, Gota, Ahmedabad",3,45.0,40.333333333333336,4629.63,648.0,1.6666666666666667,Apartment
"Ripam Residency, New Ranip, Ahmedabad",1,30.0,30.0,8426.97,356.0,1.0,Apartment
"Riseonic Namoh, Sabarmati, Ahmedabad",1,102.0,102.0,9807.69,1040.0,3.0,Apartment
"Riverside Park, Ahmedabad",1,45.0,45.0,3937.01,1143.0,2.0,Apartment
"Riverside Park, Gupta Nagar, Ahmedabad",1,30.0,30.0,4166.67,720.0,1.0,Apartment
"Riverside Park, Vasna, Ahmedabad",6,52.5,54.666666666666664,5055.555,1062.5,2.1666666666666665,Apartment
"Riviera Bliss, South Bopal, Bopal, Ahmedabad",2,175.0,175.0,10357.225,1690.0,3.5,Apartment
"Riviera Exotica, Vastrapur, Ahmedabad",1,323.0,323.0,8556.29,3775.0,4.0,Apartment
"Riviera Majestica, Shela, Ahmedabad",3,290.0,274.6666666666667,11075.04,2280.0,4.333333333333333,Apartment
"Rococo Earth Rosette, Shilaj, Ahmedabad",2,86.25,86.25,5788.59,1490.0,3.0,Apartment
"Rosewood Estate Satellite, Jivraj Park, Ahmedabad",1,125.0,125.0,7507.51,1665.0,3.0,Apartment
"Royal Villa, Nikol, Ahmedabad",1,95.0,95.0,8260.87,1150.0,3.0,Villa/Bungalow
"Rudra Anmol Arise, Vinzol, Ahmedabad",2,22.5,22.5,3540.7699999999995,665.0,1.0,Apartment
"Rudra Greens, Narolgam, Ahmedabad",2,28.5,28.5,2593.7799999999997,1103.0,2.0,Apartment
"Rudra Residency, Vastral, Ahmedabad",1,31.5,31.5,7590.36,415.0,1.0,Apartment
"Rudram Skyvue, Gota, Ahmedabad",1,155.0,155.0,12128.33,1278.0,3.0,Apartment
"Rudransha Sai Green Valley 3, Ghuma, Ahmedabad",1,55.5,55.5,4586.78,1210.0,2.0,Apartment
"Rushabhdev Sharan Sapphire, Motera, Ahmedabad",3,92.0,102.33333333333333,6917.29,1700.0,3.0,Apartment
"SAFAL PARIVESH, Prahlad Nagar, Ahmedabad",3,135.0,148.33333333333334,7352.94,2010.0,3.0,Apartment
"SHARAN RESIDENCY II, Chandkheda, Ahmedabad",2,75.0,75.0,6271.34,1197.0,2.0,Apartment
"SKJ Siddharth Luxuria, Tragad, Ahmedabad",1,75.0,75.0,3894.08,1926.0,3.0,Apartment
"SP Epitome, Shela, Ahmedabad",1,58.0,58.0,4444.44,1305.0,2.0,Apartment
"SP Nirvana, Ghuma, Ahmedabad",3,65.0,66.0,5138.34,1265.0,2.3333333333333335,Apartment
"SPG Evans, South Bopal, Bopal, Ahmedabad",1,75.0,75.0,8108.11,925.0,3.0,Apartment
"SUKIRTI TOWER, Satellite, Ahmedabad",1,70.0,70.0,7777.78,900.0,2.0,Apartment
"SUNSPACE APARTMENT, Gurukul, Ahmedabad",2,48.5,48.5,6466.665,750.0,1.0,Apartment
"SURYANSH ELEGANCE, Shilaj, Ahmedabad",1,125.0,125.0,11904.76,1050.0,3.0,Apartment
"Saamarth Heaven 4, Chandkheda, Ahmedabad",1,95.0,95.0,6209.15,1530.0,2.0,Apartment
"Saanvi Aarambh, Chandlodiya, Ahmedabad",2,44.0,44.0,4837.5,900.0,1.5,Plot
"Saanvi Aarambh, Shivshakti Nagar Chandlodiya, Ahmedabad",1,45.0,45.0,4500.0,1000.0,2.0,Apartment
"Saanvi Nirman Celesta, Ghuma, Ahmedabad",1,58.0,58.0,5523.81,1050.0,2.0,Apartment
"Saanvi Nirman Estella, Ghuma, Ahmedabad",3,82.0,77.7,7927.82,859.0,3.0,Apartment
"Saanvi Nirman Spectra, Bopal, Ahmedabad",2,222.5,222.5,7235.775,3075.0,4.0,Apartment
"Saanvi Nirman Stellar, Ghuma, Ahmedabad",2,82.25,82.25,4838.235000000001,1700.0,3.0,Apartment
"Saanvi Sky Sol, South Bopal, Bopal, Ahmedabad",2,55.5,55.5,4663.8150000000005,1192.5,2.0,Apartment
"Saanvi Skydeck Serene, Godhavi, Ahmedabad",3,215.0,229.66666666666666,8150.11,2638.0,5.0,Apartment
"Saar Saayam, Shilaj, Ahmedabad",1,163.0,163.0,8926.62,1826.0,4.0,Plot
"Sabarmati, Ahmedabad",1,32.5,32.5,5508.47,590.0,1.0,Apartment
"Sachin Towers, Satellite, Ahmedabad",1,80.0,80.0,6837.61,1170.0,3.0,Apartment
"Sadguru Heritage, Vinzol, Ahmedabad",1,35.0,35.0,3048.78,1148.0,2.0,Apartment
"Sadguru Soham Sanidhya, New Maninagar, Ahmedabad",1,32.5,32.5,4220.78,770.0,2.0,Apartment
"Sadhna Skywalk, Chandkheda, Ahmedabad",1,55.0,55.0,7275.13,756.0,2.0,Villa/Bungalow
"Safal Orchid Blues, Shela, Ahmedabad",5,54.0,55.0,4938.27,1069.0,2.0,Apartment
"Safal Parisar 1, South Bopal, Bopal, Ahmedabad",1,70.0,70.0,5982.91,1170.0,2.0,Apartment
"Safal Parisar 2, Bopal, Ahmedabad",2,122.5,122.5,6869.110000000001,1762.5,3.0,Apartment
"Safal Parishkaar 2, Ahmedabad",1,44.0,44.0,5092.59,864.0,2.0,Apartment
"Safal Parishkaar, Maningar East, Khokhra, Ahmedabad",3,48.0,53.666666666666664,4479.07,1129.0,2.3333333333333335,Apartment
"Safal Riviera Aspire, Shela, Ahmedabad",6,183.0,184.5,11088.035,1603.5,3.5,Apartment
"Safal Sameep, South Bopal, Bopal, Ahmedabad",1,55.0,55.0,7534.25,730.0,2.0,Apartment
"Sagar Apartment, Bodakdev, Ahmedabad",1,50.0,50.0,4789.27,1044.0,3.0,Apartment
"Sagar Samrat Satellite, Shyamal Cross Road, Ahmedabad",1,60.0,60.0,5555.56,1080.0,2.0,Apartment
"Sagar Samrat Satellite, Shyamal, Ahmedabad",2,57.5,57.5,6998.59,828.0,2.0,Apartment
"Sahaj Greens, Ramol, Amraiwadi, Ahmedabad",1,25.0,25.0,6410.26,390.0,2.0,Apartment
"Sahajanand Devkrupa 4, Nikol, Ahmedabad",1,43.0,43.0,4777.78,900.0,2.0,Apartment
"Sahajanand Oasis, Memnagar, Ahmedabad",3,122.0,115.33333333333333,7134.5,1683.0,2.6666666666666665,Apartment
"Sahajanand Residency II, Nikol, Ahmedabad",1,26.0,26.0,2888.89,900.0,2.0,Apartment
"Sahil The Mango, Hanspura, Naroda, Ahmedabad",2,212.5,212.5,3626.9,5859.0,5.0,Apartment
"Sahjanand Homes, Chenpur Road, Ahmedabad",1,56.0,56.0,6222.22,900.0,2.0,Apartment
"Sai Flora, Nikol, Ahmedabad",1,42.0,42.0,3954.8,1062.0,2.0,Apartment
"Sai Sneh Residency, Motera, Ahmedabad",1,65.0,65.0,7222.22,900.0,2.0,Apartment
"Saiyamm Apricus 2, Shilaj, Ahmedabad",2,270.0,270.0,12272.725,2200.0,4.0,Apartment
"Sakar Akshardham Residency, Vastral, Ahmedabad",1,43.5,43.5,3897.85,1116.0,2.0,Apartment
"Sakar Heights, Vaishnodevi Circle, Ahmedabad",1,87.0,87.0,4027.78,2160.0,3.0,Apartment
"Sakar Residency, Vastral, Ahmedabad",1,47.0,47.0,5222.22,900.0,2.0,Apartment
"Samarpan Ashirwad Flora, New Maninagar, Ahmedabad",1,47.0,47.0,4048.23,1161.0,2.0,Apartment
"Samarth Omkar Parisar, Chandkheda, Ahmedabad",1,65.1,65.1,7114.75,915.0,3.0,Apartment
"Samay Shine, Shela, Ahmedabad",1,39.6,39.6,3300.0,1200.0,2.0,Apartment
"Samor Residency, Narolgam, Ahmedabad",1,15.0,15.0,2380.95,630.0,1.0,Apartment
"Samruddh Green, Vastral, Ahmedabad",1,52.0,52.0,7428.57,700.0,2.0,Apartment
"Samruddhi Residency, Narolgam, Ahmedabad",2,28.0,28.0,5125.0,550.0,1.0,Apartment
"Samvaad Mahogany, Thaltej, Ahmedabad",1,400.0,400.0,12598.43,3175.0,4.0,Apartment
"Samvaad Samanvay, Chandkheda, Ahmedabad",2,68.0,68.0,6568.875,1080.0,3.0,Apartment
"Samyak Galaxy, Chandkheda, Ahmedabad",1,30.0,30.0,4444.44,675.0,1.0,Apartment
"Sanand Greens Residency 2, Sanand, Ahmedabad",1,32.0,32.0,2539.68,1260.0,2.0,Apartment
"Sanand Sarkhej Road, Ahmedabad",1,45.0,45.0,4901.96,918.0,2.0,Apartment
"Sanand, Ahmedabad",5,35.0,48.2,6198.35,670.0,2.0,Apartment
"Sangath Silver, Motera, Ahmedabad",1,150.0,150.0,7142.86,2100.0,3.0,Villa/Bungalow
"Sangath Skyz, Motera, Ahmedabad",1,88.0,88.0,8764.94,1004.0,3.0,Apartment
"Sanghavi Manor Ananda, Iscon Ambli Road, Ahmedabad",1,425.0,425.0,12354.65,3440.0,4.0,Apartment
"Sanidhya Flora New Ranip, New Ranip, Ahmedabad",6,47.5,46.666666666666664,4865.835,891.0,1.8333333333333333,Apartment
"Sanidhya II, Sanidhya, Ahmedabad",1,40.0,40.0,3898.64,1026.0,2.0,Apartment
"Sankalp Grace 3, Shilaj, Ahmedabad",1,550.0,550.0,8975.2,6128.0,4.0,Villa/Bungalow
"Sankalp Greens, Gota, Ahmedabad",1,40.0,40.0,3555.56,1125.0,2.0,Apartment
"Sankalp Gwala, Shilaj Ambli, Ahmedabad",1,95.0,95.0,9693.88,980.0,3.0,Apartment
"Sankalp Prayosha Paradise, Vastral, Ahmedabad",1,66.0,66.0,6875.0,960.0,3.0,Apartment
"Sanskar Apartment, Satellite, Ahmedabad",2,110.0,110.0,6523.15,1675.0,2.5,Apartment
"Sanskrut Apartments, Ghatlodiya, Ahmedabad",2,55.0,55.0,6444.445,870.0,2.0,Apartment
"Sanskrut Pushp Mahadev, New Maninagar, Ahmedabad",1,65.0,65.0,6190.48,1050.0,3.0,Apartment
"Sanskruti Heights, Bavla, Ahmedabad",1,32.5,32.5,4616.48,704.0,2.0,Apartment
"Santosh Shantinath, Vejalpur, Jivraj park, Ahmedabad",1,30.0,30.0,5747.13,522.0,1.0,Apartment
"Saral Dreamz, Vastral, Ahmedabad",1,60.0,60.0,4255.32,1410.0,2.0,Apartment
"Saral Heights, Sardar Patel Ring Road, Ahmedabad",1,52.0,52.0,3851.85,1350.0,2.0,Apartment
"Saral Heights, Vastral, Ahmedabad",3,49.5,51.5,3666.67,1350.0,2.3333333333333335,Apartment
"Saral Parivesh, Chandkheda, Ahmedabad",1,67.0,67.0,4511.78,1485.0,3.0,Apartment
"Saral Residency, Gota, Ahmedabad",1,80.0,80.0,5298.01,1510.0,3.0,Apartment
"Saral Sparsh Arham , Vasna, Ahmedabad",1,77.6,77.6,4409.09,1760.0,3.0,Apartment
"Saral Sparsh Aura, Vasna, Ahmedabad",1,90.0,90.0,10055.87,895.0,3.0,Apartment
"Saral Thirty, Motera, Ahmedabad",1,110.0,110.0,9166.67,1200.0,3.0,Villa/Bungalow
"Saransh Ambience, Shawadi, Ahmedabad",1,60.0,60.0,8571.43,700.0,2.0,Apartment
"Saransh Ambience, Vasna, Ahmedabad",2,83.5,83.5,6063.905000000001,1377.0,2.0,Apartment
"Saransh Arth, Satellite, Ahmedabad",1,65.0,65.0,9558.82,680.0,2.0,Apartment
"Saransh Arth, Vasna, Ahmedabad",1,60.0,60.0,9630.82,623.0,2.0,Apartment
"Saraspur, Ahmedabad",3,15.0,19.666666666666668,3333.33,450.0,1.3333333333333333,Apartment
"Sardar Colony, Ahmedabad",1,70.0,70.0,6647.67,1053.0,2.0,Apartment
"Sardar Patel Nagar Ellisbridge, Ahmedabad",1,43.0,43.0,7166.67,600.0,2.0,Apartment
"Sardar Patel Ring Road, Ahmedabad",7,52.0,52.642857142857146,5520.61,920.0,2.0,Apartment
"Sardar Patel Stadium Road, Ahmedabad",1,99.0,99.0,11578.95,855.0,3.0,Apartment
"Sardarnagar, Ahmedabad",2,135.0,135.0,4127.665,3265.0,3.5,Apartment
"Sargam Flat, Ahmedabad",1,135.0,135.0,10000.0,1350.0,3.0,Apartment
"Sarita Residency 3, Nikol, Ahmedabad",1,35.0,35.0,3703.7,945.0,2.0,Apartment
"Sarjan Setu Altezza, Tragad, Ahmedabad",1,85.0,85.0,8994.71,945.0,3.0,Apartment
"Sarjan Sky, Nava Naroda, Ahmedabad",2,48.0,48.0,5509.675,966.5,2.0,Villa/Bungalow
"Sarjan Tower, Memnagar, Ahmedabad",1,65.0,65.0,4642.86,1400.0,3.0,Apartment
"Sarkhej Gandhinagar Highway, Ahmedabad",6,92.75,99.75,9245.85,1066.5,2.5,Apartment
"Sarkhej, Ahmedabad",4,25.5,30.15,5270.9400000000005,484.0,1.25,Apartment
"Sarovar 4, Vastral, Ahmedabad",1,35.0,35.0,3472.22,1008.0,2.0,Apartment
"Sarovar 5, Nikol, Ahmedabad",1,85.0,85.0,3935.19,2160.0,3.0,Apartment
"Sarthak Tower, Ramdev Nagar, Ahmedabad",1,210.0,210.0,4204.2,4995.0,4.0,Apartment
"Sarthi Shree Hari Greens, Chandkheda, Ahmedabad",1,58.0,58.0,6137.57,945.0,2.0,Apartment
"Satej Homes, Vatva, Ahmedabad",1,19.3,19.3,3600.75,536.0,2.0,Apartment
"Satellite, Ahmedabad",8,82.5,93.4,7845.115,1090.0,2.625,Apartment
"Satva Elegance, Chandlodiya, Ahmedabad",2,62.5,62.5,7023.804999999999,980.0,2.0,Plot
"Satva Shreeji, Naroda, Ahmedabad",1,90.0,90.0,4545.45,1980.0,3.0,Apartment
"Satya Sankalp Sky, Vaishnodevi Circle, Ahmedabad",1,84.0,84.0,8333.33,1008.0,3.0,Apartment
"Satyam Sarjan, Changodar, Ahmedabad",3,22.0,22.5,2895.15,639.0,1.3333333333333333,Apartment
"Satyam Skyline 2, AEC Char Rasta, Ahmedabad",1,185.0,185.0,11935.48,1550.0,4.0,Apartment
"Satyamev Luxor, Ambli, Ahmedabad",1,311.0,311.0,7352.25,4230.0,4.0,Apartment
"Satyamev Royal 3, Chandkheda, Ahmedabad",1,78.0,78.0,7222.22,1080.0,3.0,Apartment
"Satyamev Vista Two, Gota, Ahmedabad",1,100.0,100.0,5698.01,1755.0,3.0,Apartment
"Satyesh Residency, Sardar Patel Ring Road, Ahmedabad",1,13.0,13.0,2826.09,460.0,1.0,Apartment
"Saumya Saujanya II, Khokhra, Ahmedabad",3,55.0,55.0,4824.56,1140.0,2.6666666666666665,Apartment
"Saumya Saujanya II, Maningar East, Khokhra, Ahmedabad",1,49.5,49.5,7734.38,640.0,3.0,Apartment
"Saumya Saujanya, Khokhra, Ahmedabad",2,55.0,55.0,7074.88,866.0,3.0,Apartment
"Savaliya Krish Avenue 2, Vastral, Ahmedabad",1,26.0,26.0,3320.56,783.0,1.0,Apartment
"Savaliya Krish Elite, Nikol, Ahmedabad",2,36.0,36.0,4163.57,867.0,1.5,Apartment
"Savaliya Krish Residency II, Ahmedabad",1,75.0,75.0,6561.68,1143.0,2.0,Apartment
"Savera Shristii, South Bopal, Bopal, Ahmedabad",1,147.0,147.0,3778.92,3890.0,4.0,Villa/Bungalow
"Savita Park, Isanpur, Ahmedabad",2,46.5,46.5,6888.889999999999,675.0,2.0,Apartment
"Savvy Solaris, Motera, Ahmedabad",1,95.0,95.0,5441.01,1746.0,3.0,Apartment
"Savvy Strata, Makarba, Ahmedabad",1,36.3,36.3,5584.62,650.0,1.0,Plot
"Savvy Strata, Sarkhej Gandhinagar Highway, Ahmedabad",3,38.0,41.333333333333336,3917.53,970.0,2.0,Apartment
"Savvy Studioz, Jagatpur, Ahmedabad",2,36.25,36.25,7328.375,515.0,1.0,Apartment
"Savvy Swaraaj Pragati PH 2 2A, Gota, Ahmedabad",2,92.5,92.5,7264.334999999999,1385.0,3.0,Apartment
"Savvy Swaraaj Sports Club, Jagatpur, Ahmedabad",2,65.0,65.0,5371.9,1210.0,2.0,Apartment
"Savvy Swaraaj Sports Living, Gota, Ahmedabad",1,86.0,86.0,8029.88,1071.0,3.0,Apartment
"Savvy Swaraj Phase 2, Godrej Garden City Road, Ahmedabad",1,90.0,90.0,5960.26,1510.0,3.0,Apartment
"Savvy Swaraj Phase 2, Gota, Ahmedabad",1,99.5,99.5,5751.45,1730.0,3.0,Apartment
"Savvy Swaraj Phase 2, Jagatpur Road, Ahmedabad",1,120.0,120.0,6936.42,1730.0,3.0,Apartment
"Savvy Swaraj Phase 2, Jagatpur Village, Gota, Ahmedabad",2,88.0,88.0,8835.705,993.0,3.0,Villa/Bungalow
"Savvy Swaraj, Gota, Ahmedabad",2,82.5,82.5,7354.46,1229.0,2.5,Apartment
"Savvy Swarraj Pragati Ph 2C, Gota, Ahmedabad",1,85.0,85.0,4913.29,1730.0,3.0,Apartment
"Sayaji Samruddhi, Kathwada, Ahmedabad",1,22.0,22.0,5213.27,422.0,1.0,Apartment
"Scarlet Heights, Satellite, Ahmedabad",2,150.0,150.0,10383.275000000001,1542.0,3.0,Apartment
"Science City, Ahmedabad",8,160.0,173.5,8803.58,1725.5,3.0,Apartment
"Sector 7 South Bopal, Ahmedabad",1,125.0,125.0,8333.33,1500.0,3.0,Apartment
"Serene Lifestyle, Chandlodiya, Ahmedabad",1,65.0,65.0,4814.81,1350.0,2.0,Plot
"Serenity Lavish, Science City, Ahmedabad",3,135.0,143.66666666666666,5454.55,2475.0,3.0,Apartment
"Serenity Lavish, Sola, Ahmedabad",1,132.0,132.0,5333.33,2475.0,3.0,Apartment
"Serenity Shivam, South Bopal, Bopal, Ahmedabad",2,78.85,78.85,6438.225,1391.0,3.0,Apartment
"Serenity Sky, Sector 7 South Bopal, Ahmedabad",1,77.5,77.5,8047.77,963.0,3.0,Apartment
"Serenity Sky, South Bopal, Bopal, Ahmedabad",3,65.0,68.66666666666667,4242.42,1485.0,3.0,Apartment
"Serenity Status, Vaishnodevi Circle, Ahmedabad",1,171.0,171.0,5621.3,3042.0,3.0,Apartment
"Setu Elegance, Motera, Ahmedabad",1,105.0,105.0,5555.56,1890.0,3.0,Villa/Bungalow
"Setu Vertica, Gota, Ahmedabad",5,68.0,72.4,6260.87,1150.0,2.2,Apartment
"Seventh Avenue, Gota, Ahmedabad",1,70.0,70.0,5937.23,1179.0,2.0,Apartment
"Seventh Paradise, Gota, Ahmedabad",2,83.5,83.5,6185.1849999999995,1350.0,2.0,Apartment
"Seventh Yash, Gota, Ahmedabad",1,57.0,57.0,10674.16,534.0,2.0,Apartment
"Shafalya Veritas, Sola, Ahmedabad",1,288.0,288.0,12065.35,2387.0,4.0,Apartment
"Shagun Plaza, Vastrapur, Ahmedabad",1,72.0,72.0,6837.61,1053.0,3.0,Apartment
"Shagun Saral 207, Zundal, Ahmedabad",2,130.0,130.0,5509.255,2430.0,3.0,Apartment
"Shahibag, Ahmedabad",10,85.0,90.55,7850.14,1067.5,2.4,Apartment
"Shahpur, Ahmedabad",1,36.0,36.0,5128.21,702.0,2.0,Apartment
"Shail Heritage, Gota, Ahmedabad",1,82.0,82.0,4837.76,1695.0,3.0,Apartment
"Shailraj Glory, Gurukul, Ahmedabad",1,110.0,110.0,6432.75,1710.0,3.0,Apartment
"Shakti 140, Thaltej, Ahmedabad",2,70.0,70.0,8525.805,914.5,2.0,Apartment
"Shaligram Elevate, Ognaj, Ahmedabad",1,169.0,169.0,4625.07,3654.0,4.0,Apartment
"Shaligram Garden Residency 2, Chittavan, Ahmedabad",1,102.0,102.0,11333.33,900.0,3.0,Apartment
"Shaligram Pride, Shela, Ahmedabad",1,82.0,82.0,4659.09,1760.0,3.0,Plot
"Shaligram Prime, South Bopal, Bopal, Ahmedabad",5,109.0,92.47999999999999,10303.03,923.0,2.8,Apartment
"Shaligram Sky, Satellite, Ahmedabad",1,312.0,312.0,8443.84,3695.0,4.0,Apartment
"Shalin Heights 1, Narolgam, Ahmedabad",1,40.0,40.0,3809.52,1050.0,2.0,Apartment
"Shalin Heights 3, Vinzol, Ahmedabad",1,32.5,32.5,8441.56,385.0,2.0,Apartment
"Shalin Heights 5, Ayojan Nagar Vinzol, Ahmedabad",1,32.0,32.0,3091.79,1035.0,2.0,Apartment
"Shalin Otium, Corporate Road, Ahmedabad",1,90.0,90.0,9000.0,1000.0,2.0,Apartment
"Shankheswar Apartment, Nava Naroda, Ahmedabad",1,34.0,34.0,3366.34,1010.0,2.0,Villa/Bungalow
"Shanti Nagar Usmanpura, Ahmedabad",3,160.0,130.33333333333334,7115.63,1245.0,3.0,Apartment
"Shanti Pujya Homes, Chandlodiya, Ahmedabad",1,85.0,85.0,5588.43,1521.0,3.0,Plot
"Shanti Shukra, Narolgam, Ahmedabad",1,11.5,11.5,1965.81,585.0,1.0,Apartment
"Shanti Towar, Nehru Nagar Ambawadi, Ahmedabad",1,100.0,100.0,8695.65,1150.0,4.0,Apartment
"Shanti Villa, New Naroda, Ahmedabad",1,35.0,35.0,4419.19,792.0,2.0,Villa/Bungalow
"Shantigram, Ahmedabad",4,70.0,168.0,10071.43,695.0,2.75,Apartment
"Shantiniketan Solitaire, Nikol, Ahmedabad",1,55.0,55.0,3741.5,1470.0,2.0,Apartment
"Shantivan, Ahmedabad",1,130.0,130.0,7222.22,1800.0,3.0,Apartment
"Shanu Pratham Heights, Science City, Ahmedabad",1,142.0,142.0,7513.23,1890.0,3.0,Apartment
"Shaping Tirupati Aakruti Greenz, Vaishnodevi Circle, Ahmedabad",1,115.0,115.0,6442.58,1785.0,3.0,Apartment
"Sharan Sanidhya Royal, Chandkheda, Ahmedabad",3,90.0,83.33333333333333,5263.16,1710.0,3.0,Apartment
"Sharan Status, Mehangiba Nagar, Ahmedabad",1,98.0,98.0,7753.16,1264.0,3.0,Plot
"Sharanam 11, Ramdev Nagar, Ahmedabad",1,140.0,140.0,12727.27,1100.0,3.0,Apartment
"Sharanam Elegance , Ramol, Amraiwadi, Ahmedabad",1,38.5,38.5,3168.72,1215.0,2.0,Apartment
"Sharanam Shreenand Heights, Ramol, Amraiwadi, Ahmedabad",1,33.0,33.0,5015.2,658.0,2.0,Apartment
"Sharanya Altura, Shilaj, Ahmedabad",1,87.0,87.0,4929.18,1765.0,3.0,Apartment
"Sharanya Kadamb, Thaltej, Ahmedabad",1,269.0,269.0,7078.95,3800.0,4.0,Apartment
"Sharnam, Satellite, Ahmedabad",1,65.0,65.0,5158.73,1260.0,2.0,Apartment
"Shashwat Mahadev Heights, Vastral, Ahmedabad",1,36.0,36.0,4210.53,855.0,2.0,Apartment
"Shastrinagar, Nirnay Nagar, Ahmedabad",2,84.5,84.5,10415.46,905.0,1.5,Apartment
"Shatrunjay Tower, Shyamal, Ahmedabad",1,125.0,125.0,9615.38,1300.0,3.0,Apartment
"Shayona City 3, Chanakyapuri, Ahmedabad",1,85.0,85.0,7870.37,1080.0,3.0,Apartment
"Shayona City 3, Ghatlodiya, Ahmedabad",1,75.0,75.0,5555.56,1350.0,3.0,Apartment
